state_code,state_name,date_iso,date_display,agency,title,description,linked_source_url,state_url
AL,Alabama,2025-03-14,3/14/2025,DOJ,DOJ Withdrew From Biden-Era Suit Demanding Race-Based Election Maps,"DOJ withdrew from a Biden-era lawsuit that aimed to require Alabama to use race-based election maps. Confirming that DOJ's position is correct, the Supreme Court ruled in Louisiana v. Callais that drawing election maps based on race is unconstitutional under the Fourteenth Amendment, which guarantees equal protection of the law to all Americans.",https://www.justice.gov/opa/pr/us-department-justice-dismisses-biden-era-lawsuit-against-alabama-order-have-more-secure,https://www.justice.gov/crt/election-integrity-alabama
AL,Alabama,2025-06-20,6/20/2025,DOJ,DOJ Filed a Statement Demanding Judges Not Force States to Draw Race-Based Voting Maps,"DOJ filed a statement of interest in multiple lawsuits that seek to force the state of Alabama to use race-based maps for its congressional elections. Those lawsuits claim that a federal judge must ""pre-clear"" election maps under the Voting Rights Act, and DOJ argued that this is not legally necessary or permitted.",,https://www.justice.gov/crt/election-integrity-alabama
AL,Alabama,2025-07-22,7/22/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Only Eligible Americans Vote With Alabama's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against state malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Alabama's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-alabama
AL,Alabama,2026-04-04,4/4/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Alabama months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-alabama
AL,Alabama,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-alabama
AL,Alabama,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-alabama
AK,Alaska,2025-07-02,7/2/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Only Eligible Americans Vote With Alaska's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Alaska's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-alaska
AK,Alaska,2026-07-06,7/6/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Alaska months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-alaska
AK,Alaska,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-alaska
AK,Alaska,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-alaska
AZ,Arizona,2025-05-20,5/20/2025,DOJ,DOJ Sent Arizona a Letter Demanding the State Require Voters Provide ID Information When They Register,Section 303 of the Help America Vote Act requires voter registration applicants provide personal identifying information for voter verification. DOJ sent Arizona a letter demanding change to its voter registration application to reflect this requirement.,,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-01-06,1/6/2026,DOJ,DOJ Sued Arizona for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Arizona's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-arizona-and-connecticut-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-06-06,6/6/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Arizona months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-07-21,7/21/2026,DOJ,DOJ Will Send Election Monitors to Maricopa County to Ensure Federal Law Compliance,"DOJ will send monitors to Maricopa County to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-07-21,7/21/2026,DOJ,DOJ Will Send Election Monitors to Pima County to Ensure Federal Law Compliance,"DOJ will send election monitors to Pima County to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-07-21,7/21/2026,DOJ,DOJ Will Send Election Monitors to Apache County to Ensure Federal Law Compliance,"DOJ will send election monitors to Apache County to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-arizona
AZ,Arizona,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-arizona
AR,Arkansas,2025-07-25,7/25/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Only Eligible Americans Vote With Arkansas' Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Arkansas' records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-arkansas
AR,Arkansas,2026-01-17,1/17/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Arkansas months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-arkansas
AR,Arkansas,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-arkansas
AR,Arkansas,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-arkansas
CA,California,2025-06-25,6/25/2025,DOJ,"DOJ Sued Orange County, CA for Withholding Voting Records and Registering Noncitizens to Vote","DOJ sued Orange County, California for registering and mailing ballots to noncitizens and for not disclosing to DOJ records it is legally required to disclose to the public on request. This violates both Section 8 of the National Voter Registration Act and Section 303 of the Help America Vote Act.",,https://www.justice.gov/crt/election-integrity-california
CA,California,2025-09-25,9/25/2025,DOJ,DOJ Sued California for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested California's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-california
CA,California,2025-11-04,11/4/2025,DOJ,DOJ Sent Election Monitors to Fresno County to Ensure Federal Law Compliance,"DOJ sent monitors to Fresno County during their special election to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-california
CA,California,2025-11-04,11/4/2025,DOJ,DOJ Sent Election Monitors to Los Angeles County to Ensure Federal Law Compliance,"DOJ sent monitors to Los Angeles County during their special election to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-california
CA,California,2025-11-04,11/4/2025,DOJ,DOJ Sent Election Monitors to Kern County to Ensure Federal Law Compliance,"DOJ sent monitors to Kern County during their special election to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-california
CA,California,2025-11-04,11/4/2025,DOJ,DOJ Sent Election Monitors to Orange County to Ensure Federal Law Compliance,"DOJ sent monitors to Orange County during their special election to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-california
CA,California,2025-11-04,11/4/2025,DOJ,DOJ Sent Election Monitors to Riverside County to Ensure Federal Law Compliance,"DOJ sent monitors to Riverside County during their special election to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-california
CA,California,2026-04-18,4/18/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,California has more active military servicemembers than any other state. DOJ meets with election officials in California months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-california
CA,California,2026-05-07,5/7/2026,DOJ,DOJ Criminally Prosecutes California Woman for Paying People to Register to Vote,"52 U.S.C. 10307(c) makes it a felony to pay someone to register to vote, but California woman Brenda Lee Brown Armstrong did it anyway. Armstrong paid homeless people living on Los Angeles' Skid Row to register so she could collect more paid signatures for petition campaigns. DOJ brought charges against her, and she pled guilty.",https://www.justice.gov/opa/pr/california-woman-federally-charged-paying-individuals-including-homeless-people-las-skid-row,https://www.justice.gov/crt/election-integrity-california
CA,California,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-california
CA,California,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-california
CO,Colorado,2025-12-12,12/12/2025,DOJ,DOJ Sued Colorado for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Colorado's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-four-additional-states-and-one-locality-failure-comply-federal,https://www.justice.gov/crt/election-integrity-colorado
CO,Colorado,2026-05-16,5/16/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Colorado months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-colorado
CO,Colorado,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-colorado
CO,Colorado,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-colorado
CT,Connecticut,2026-01-06,1/6/2026,DOJ,DOJ Sued Connecticut for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Connecticut's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-arizona-and-connecticut-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-connecticut
CT,Connecticut,2026-06-27,6/27/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Connecticut months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-connecticut
CT,Connecticut,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-connecticut
CT,Connecticut,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-connecticut
DE,Delaware,2025-12-02,12/2/2025,DOJ,DOJ Sued Delaware for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Delaware's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-additional-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-delaware
DE,Delaware,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-delaware
DE,Delaware,2026-07-27,7/27/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials in Delaware months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-delaware
DE,Delaware,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-delaware
DC,District of Columbia,2025-01-20,1/20/2025,DOJ,"President Trump Restores ""Justice for All"" to the Justice Department","Shortly after President Trump took office, President Trump and DOJ leadership made it clear that DOJ's mission is to do justice to all citizens, not to dispense privileges to favored groups. ""The scales of justice will be rebalanced. The vicious, violent, and unfair weaponization of the Justice Department and our government will end."" January 2025 Inaugural Address.",,https://www.justice.gov/crt/election-integrity-district-columbia
DC,District of Columbia,2025-12-18,12/18/2025,DOJ,DOJ Sued D.C. for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested D.C.'s records, but the district refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-four-states-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-district-columbia
